parent.pop,elevation.group,elev_m,Lat,Long,year,cwd,pck,ppt,tmn,tmx,ann_tmean,mean_diurnal_range,temp_seasonality,temp_ann_range,ann_ppt,ppt_seasonality,tmean_wettest_month,tmean_driest_month,ppt_warmest_month,ppt_coldest_month
BH,Low,511.4294422,37.40985,-119.96458,1994,50.79857142857143,0,45.894285714285715,5.701428571428572,19.655714285714286,12.678571428571429,13.954285714285714,5.573529487890142,30.6,321.26000000000005,69.41767420671263,7.91,22.14,0.55,98.73
BH,Low,511.4294422,37.40985,-119.96458,1995,33.205714285714286,0,119.39142857142858,6.537142857142857,18.31,12.423571428571428,11.77285714285714,3.872720527705851,24.36,835.7400000000001,87.35468343015654,9.035,19.71,23.46,277.87
BH,Low,511.4294422,37.40985,-119.96458,1996,35.862857142857145,0,106.57285714285715,6.859999999999999,19.885714285714286,13.372857142857145,13.025714285714283,5.07786606849017,27.93,746.01,102.66342389808317,8.925,22.295,8.86,334.71
BH,Low,511.4294422,37.40985,-119.96458,1997,58.80571428571429,0,57.167142857142856,6.591428571428572,20.431428571428572,13.51142857142857,13.84,5.857323559930276,28.55,400.17,204.72289183474967,8.28,20.75,2.37,323.27
BH,Low,511.4294422,37.40985,-119.96458,1998,30.955714285714286,0,124.32142857142857,5.164285714285715,16.751428571428573,10.957857142857144,11.587142857142858,4.281223401029641,26.88,870.2499999999999,73.74348506015345,7.8,19.075,37,259.84
BH,Low,511.4294422,37.40985,-119.96458,1999,53.417142857142856,0,51.54,4.634285714285714,18.67142857142857,11.652857142857142,14.037142857142856,5.0236887651927455,28.46,360.78,98.81788525347358,7.855,8.43,5.89,124.44
BH,Low,511.4294422,37.40985,-119.96458,2000,41.46857142857143,0,89.41571428571429,6.644285714285714,20.619999999999997,13.632142857142856,13.975714285714286,5.5520835857232145,29.91,625.91,110.22826361607396,9.71,9.7,18.3,270.76
BH,Low,511.4294422,37.40985,-119.96458,2001,54.41285714285714,0,72.87428571428572,6.098571428571429,20.024285714285714,13.061428571428571,13.925714285714289,7.049225556923324,32.51,510.12,79.77020792877454,7.48,23.76,0,161.51
BH,Low,511.4294422,37.40985,-119.96458,2002,55.01571428571429,0,48.17285714285714,5.678571428571429,19.925714285714285,12.802142857142856,14.247142857142856,5.649696789166992,31.07,337.21,91.84531352187152,8.43,22.82,1.61,140.75
BH,Low,511.4294422,37.40985,-119.96458,2003,44.63428571428572,0,56.567142857142855,5.878571428571429,19.695714285714285,12.787142857142856,13.817142857142857,5.391485461001492,30.15,395.97,77.96109707612379,8.55,23.11,0.88,137.95
BH,Low,511.4294422,37.40985,-119.96458,2004,59.104285714285716,0,46.93857142857143,6.194285714285714,20.71857142857143,13.456428571428573,14.524285714285714,5.9345876817501795,30.070000000000004,328.57000000000005,106.09464269683863,8.03,22.705,0.97,121.28
BH,Low,511.4294422,37.40985,-119.96458,2005,45.190000000000005,0,104.69857142857143,6.0442857142857145,19.14,12.592142857142855,13.095714285714283,4.303242824838474,25.7,732.89,77.15883402002127,7.859999999999999,19.875,0.87,229.74
BH,Low,511.4294422,37.40985,-119.96458,2006,43.71857142857143,0,86.19,5.794285714285714,19.20714285714286,12.500714285714286,13.412857142857144,6.288664026492053,31.15,603.3299999999999,80.53872693468273,11.785,23.715,0.55,163.88
BH,Low,511.4294422,37.40985,-119.96458,2007,59.73142857142857,0,45.05857142857143,5.5371428571428565,19.992857142857144,12.765,14.455714285714286,6.340370651625976,32.87,315.41,105.74302098307248,8.91,22.75,0,124.79
BH,Low,511.4294422,37.40985,-119.96458,2008,56.901428571428575,0,57.28,5.4471428571428575,19.22,12.333571428571428,13.77285714285714,6.168623370389399,30.76,400.96,127.46794373723615,6.745,23.135,0,191.61
BH,Low,511.4294422,37.40985,-119.96458,2009,44.64,0,63.244285714285716,5.924285714285714,19.304285714285715,12.614285714285714,13.38,5.691299228186995,27.41,442.7099999999999,75.23482820859154,8.65,20.67,13.7,127.94
BH,Low,511.4294422,37.40985,-119.96458,2010,44.60857142857143,0,98.41142857142857,5.792857142857143,17.944285714285712,11.868571428571428,12.151428571428571,4.705653261668099,26.63,688.88,84.2198879187884,9.015,21.715,0,248.07
BH,Low,511.4294422,37.40985,-119.96458,2011,36.941428571428574,0,71.64428571428572,4.517142857142857,17.767142857142858,11.142142857142856,13.25,4.801075276385885,28.03,501.5100000000001,100.71627077750836,9.385,7.115,51.99,214.48
BH,Low,511.4294422,37.40985,-119.96458,2012,55.61857142857143,0,69.85571428571428,5.741428571428572,19.48857142857143,12.615,13.747142857142856,5.359345420229352,28.619999999999997,488.99,104.16410428598152,7.605,18.21,6.54,215.24
BH,Low,511.4294422,37.40985,-119.96458,2013,59.02428571428572,0,16.085714285714285,5.66,20.64857142857143,13.154285714285717,14.98857142857143,6.245347220512396,31.85,112.6,43.64440534806949,6.6,23.25,2.47,24.48
BH,Low,511.4294422,37.40985,-119.96458,2014,67.06285714285714,0,40.86714285714286,7.2785714285714285,21.751428571428573,14.515,14.472857142857142,4.89276080892305,28.940000000000005,286.07000000000005,81.63540972984447,9.84,23.075000000000003,0.16,99.76
